"Local, total",4766088,4763649,4630651,132998,2439,2934366,2932882,2825318,107564,1484,1355843,1354895,1333640,21255,948,475879,475872,471693,4179,7,"Local, total"
Counties,2498677,2305054,2271766,33288,193623,833347,833036,815445,17591,311,1058066,1036120,1024584,11536,21946,607264,435898,431737,4161,171366,Counties
Municipalities,2328841,2276790,2182887,93903,52051,1920574,1918912,1834746,84166,1662,359729,317904,308185,9719,41825,48538,39974,39956,18,8564,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Oklahoma,2030481,2030481,1939512,90969,,942464,942464,889962,52502,0,363299,363299,349401,13898,0,724718,724718,700149,24569,0,Oklahoma
State,1082396,1058749,1009931,48818,23647,233623,227039,201768,25271,6584,279633,263208,255956,7252,16425,569140,568502,552207,16295,638,State
"Local, total",971760,971732,929581,42151,28,715425,715425,688194,27231,0,100119,100091,93445,6646,28,156216,156216,147942,8274,0,"Local, total"
Counties,332467,315898,303508,12390,16569,109344,109344,107565,1779,0,67262,50809,48449,2360,16453,155861,155745,147494,8251,116,Counties
Municipalities,655834,655834,626073,29761,0,606081,606081,580629,25452,0,49282,49282,44996,4286,0,471,471,448,23,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Oregon,2773266,2773266,2706182,67084,,1145588,1145588,1107238,38350,0,565258,565258,558580,6678,0,1062420,1062420,1040364,22056,0,Oregon
State,1346977,1205919,1170860,35059,141058,183495,175607,164344,11263,7888,432609,409919,403787,6132,22690,730873,620393,602729,17664,110480,State
"Local, total",1567701,1567347,1535322,32025,354,969987,969981,942894,27087,6,155684,155339,154793,546,345,442030,442027,437635,4392,3,"Local, total"
Counties,985015,884868,872184,12684,100147,333230,333155,325371,7784,75,124938,112580,112072,508,12358,526847,439133,434741,4392,87714,Counties
Municipalities,700707,682211,662870,19341,18496,644645,636826,617523,19303,7819,53436,42759,42721,38,10677,2626,2626,2626,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,8467212,8467212,8081329,385883,,3301030,3301030,3214562,86468,0,1733167,1733167,1687525,45642,0,3433015,3433015,3179242,253773,0,Pennsylvania
State,3606380,3469590,3217008,252582,136790,911672,877176,848372,28804,34496,575106,532922,532922,0,42184,2119602,2059492,1835714,223778,60110,State
"Local, total",4997622,4997622,4864321,133301,0,2423854,2423854,2366190,57664,0,1200245,1200245,1154603,45642,0,1373523,1373523,1343528,29995,0,"Local, total"
Counties,2190848,2190848,2117116,73732,0,244087,244087,241804,2283,0,917155,917155,872241,44914,0,1029606,1029606,1003071,26535,0,Counties
Municipalities,2055521,2055521,2026998,28523,0,1460705,1460705,1436370,24335,0,250899,250899,250171,728,0,343917,343917,340457,3460,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Rhode Island,700699,700699,687551,13148,,364212,364212,357482,6730,0,132929,132929,130593,2336,0,203558,203558,199476,4082,0,Rhode Island
State,370199,370146,359194,10952,53,71704,71651,66722,4929,53,115607,115607,113298,2309,0,182888,182888,179174,3714,0,State
"Local, total",330553,330553,328357,2196,0,292561,292561,290760,1801,0,17322,17322,17295,27,0,20670,20670,20302,368,0,"Local, total"
Municipalities,208660,208660,206826,1834,0,178066,178066,176601,1465,0,9924,9924,9923,1,0,20670,20670,20302,368,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
South Carolina,2123437,2123437,2067811,55626,,1089846,1089846,1051213,38633,0,316482,316482,309425,7057,0,717109,717109,707173,9936,0,South Carolina
State,788307,738931,733827,5104,49376,183055,157968,156019,1949,25087,114625,90832,90498,334,23793,490627,490131,487310,2821,496,State
"Local, total",1391523,1384506,1333984,50522,7017,932368,931878,895194,36684,490,232050,225650,218927,6723,6400,227105,226978,219863,7115,127,"Local, total"
Counties,956464,928066,890483,37583,28398,512123,511498,487328,24170,625,219238,191465,184986,6479,27773,225103,225103,218169,6934,0,Counties
Municipalities,483771,456440,443501,12939,27331,444842,420380,407866,12514,24462,36605,34185,33941,244,2420,2324,1875,1694,181,449,Municipalities
,,,,,,,,,,,,,,,,,,,,,
South Dakota,424175,424175,412116,12059,,175161,175161,169607,5554,0,85659,85659,83786,1873,0,163355,163355,158723,4632,0,South Dakota
State,205983,201644,193982,7662,4339,38321,35673,33169,2504,2648,51127,50563,49312,1251,564,116535,115408,111501,3907,1127,State
"Local, total",222552,222531,218134,4397,21,139488,139488,136438,3050,0,35117,35096,34474,622,21,47947,47947,47222,725,0,"Local, total"
Counties,132928,131422,129567,1855,1506,51296,50938,50429,509,358,33080,33059,32438,621,21,48552,47425,46700,725,1127,Counties
Municipalities,93399,91109,88567,2542,2290,90840,88550,86009,2541,2290,2037,2037,2036,1,0,522,522,522,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Tennessee,3481555,3481555,3359239,122316,,1765902,1765902,1681091,84811,0,648385,648385,629095,19290,0,1067268,1067268,1049053,18215,0,Tennessee
State,1406768,1154412,1135011,19401,252356,232868,226961,220207,6754,5907,284030,278600,270851,7749,5430,889870,648851,643953,4898,241019,State
"Local, total",2327143,2327143,2224228,102915,0,1538941,1538941,1460884,78057,0,369785,369785,358244,11541,0,418417,418417,405100,13317,0,"Local, total"
Counties,1359088,1106853,1052142,54711,252235,492731,486945,454778,32167,5786,268545,263115,253888,9227,5430,597812,356793,343476,13317,241019,Counties
Municipalities,1220411,1220290,1172086,48204,121,1052117,1051996,1006106,45890,121,106670,106670,104356,2314,0,61624,61624,61624,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Texas,14682865,14682865,14237092,445773,,6562724,6562724,6301349,261375,0,2561770,2561770,2504824,56946,0,5558371,5558371,5430919,127452,0,Texas
State,5262958,5026413,4846471,179942,236545,799712,799712,706350,93362,0,761457,662449,656865,5584,99008,3701789,3564252,3483256,80996,137537,State
"Local, total",9658524,9656452,9390621,265831,2072,5763103,5763012,5594999,168013,91,1901302,1899321,1847959,51362,1981,1994119,1994119,1947663,46456,0,"Local, total"
Counties,5086941,4943758,4795607,148151,143183,1438953,1438953,1377783,61170,0,1616755,1533692,1492933,40759,83063,2031233,1971113,1924891,46222,60120,Counties
Municipalities,4796466,4701123,4583443,117680,95343,4312488,4312488,4205645,106843,0,383555,365629,355026,10603,17926,100423,23006,22772,234,77417,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Utah,1555819,1555819,1518838,36981,,668301,668301,646761,21540,0,372528,372528,366703,5825,0,514990,514990,505374,9616,0,Utah
State,660230,653498,642121,11377,6732,143594,142086,137266,4820,1508,206076,200852,198785,2067,5224,310560,310560,306070,4490,0,State
"Local, total",903347,902321,876717,25604,1026,526232,526215,509495,16720,17,172685,171676,167918,3758,1009,204430,204430,199304,5126,0,"Local, total"
Counties,479508,479508,462300,17208,0,162569,162569,153942,8627,0,112509,112509,109054,3455,0,204430,204430,199304,5126,0,Counties
Municipalities,425347,422813,414417,8396,2534,365171,363646,355553,8093,1525,60176,59167,58864,303,1009,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Vermont,397501,397501,386399,11102,,190461,190461,180386,10075,0,71755,71755,71210,545,0,135285,135285,134803,482,0,Vermont
State,291760,290235,282767,7468,1525,91112,89587,83062,6525,1525,65521,65521,65060,461,0,135127,135127,134645,482,0,State
"Local, total",107496,107266,103632,3634,230,101077,100874,97324,3550,203,6261,6234,6150,84,27,158,158,158,0,0,"Local, total"
Counties,17933,17933,16933,1000,0,15020,15020,14087,933,0,2884,2884,2817,67,0,29,29,29,0,0,Counties
Municipalities,41270,41050,40622,428,220,39441,39221,38793,428,220,1700,1700,1700,0,0,129,129,129,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Virginia,5256966,5256966,5027735,229231,,2157610,2157610,2023064,134546,0,838797,838797,810038,28759,0,2260559,2260559,2194633,65926,0,Virginia
State,2816066,1980295,1919223,61072,835771,559409,338864,306701,32163,220545,549793,430885,423665,7220,118908,1706864,1210546,1188857,21689,496318,State
"Local, total",3278691,3276671,3108512,168159,2020,1818753,1818746,1716363,102383,7,407917,407912,386373,21539,5,1052021,1050013,1005776,44237,2008,"Local, total"
Counties,1951086,1613442,1530720,82722,337644,992068,992061,914217,77844,7,224673,224581,221819,2762,92,734345,396800,394684,2116,337545,Counties
Municipalities,1864533,1378871,1302523,76348,485662,1047230,826685,802146,24539,220545,302152,183331,164554,18777,118821,515151,368855,335823,33032,146296,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Washington,4036238,4036238,3911276,124962,,1624999,1624999,1576752,48247,0,864169,864169,853212,10957,0,1547070,1547070,1481312,65758,0,Washington
State,1471370,1358545,1279594,78951,112825,356847,262804,240431,22373,94043,159537,140755,138940,1815,18782,954986,954986,900223,54763,0,State
"Local, total",2677738,2677693,2631682,46011,45,1362240,1362195,1336321,25874,45,723414,723414,714272,9142,0,592084,592084,581089,10995,0,"Local, total"
Counties,1604565,1603832,1581481,22351,733,494864,494135,483095,11040,729,564293,564289,561974,2315,4,545408,545408,536412,8996,0,Counties
Municipalities,1172765,1067790,1044469,23321,104975,948186,861989,847494,14495,86197,177903,159125,152298,6827,18778,46676,46676,44677,1999,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
West Virginia,940381,940381,912764,27617,,360496,360496,350472,10024,0,231999,231999,229797,2202,0,347886,347886,332495,15391,0,West Virginia
State,546953,544031,522992,21039,2922,75101,75101,71247,3854,0,171159,171153,169288,1865,6,300693,297777,282457,15320,2916,State
"Local, total",399851,396350,389772,6578,3501,285431,285395,279225,6170,36,60846,60846,60509,337,0,53574,50109,50038,71,3465,"Local, total"
Counties,261365,257900,254678,3222,3465,153337,153337,150523,2814,0,54454,54454,54117,337,0,53574,50109,50038,71,3465,Counties
Municipalities,138450,138450,135094,3356,0,132058,132058,128702,3356,0,6392,6392,6392,0,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Wisconsin,3869483,3869483,3708741,160742,,1800944,1800944,1695436,105508,0,592677,592677,590500,2177,0,1475862,1475862,1422805,53057,0,Wisconsin
State,1522970,1391873,1362246,29627,131097,122600,117648,117349,299,4952,309450,279432,278150,1282,30018,1090920,994793,966747,28046,96127,State
"Local, total",2477854,2477610,2346495,131115,244,1683540,1683296,1578087,105209,244,313245,313245,312350,895,0,481069,481069,456058,25011,0,"Local, total"
Counties,1235433,1234249,1157133,77116,1184,513342,512158,460948,51210,1184,246434,246434,245539,895,0,475657,475657,450646,25011,0,Counties
Municipalities,1220583,1216571,1163334,53237,4012,1152827,1148815,1095578,53237,4012,62344,62344,62344,0,0,5412,5412,5412,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Wyoming,559158,559158,541781,17377,,227896,227896,215508,12388,0,118262,118262,115866,2396,0,213000,213000,210407,2593,0,Wyoming
State,271895,266995,263857,3138,4900,50957,50957,50615,342,0,77701,73707,71901,1806,3994,143237,142331,141341,990,906,State
"Local, total",292163,292163,277924,14239,0,176939,176939,164893,12046,0,44555,44555,43965,590,0,70669,70669,69066,1603,0,"Local, total"
Counties,176171,176171,169787,6384,0,72698,72698,68343,4355,0,34068,34068,33642,426,0,69405,69405,67802,1603,0,Counties
Municipalities,115078,115078,107223,7855,0,104241,104241,96550,7691,0,10487,10487,10323,164,0,350,350,350,0,0,Municipalities
Note: Local government data are estimates subject to variability.,,,,,,,,,,,,,,,,,,,,,
"a/For each state and the United States summary, the expenditure figures shown on the ""Local, total"" lines and the combined state-local total lines (opposite each state's name) exclude duplicative intergovernmental transactions.  Thus, the ""Local, total"" lines include intergovernmental payments only to the state government and the combined state-local total lines exclude all intergovernmental payments.",,,,,,,,,,,,,,,,,,,,,
